Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied
Javonte Green,SG/SF,DET,3500,14.69,29,30,16.91,3.74,2,70.0,1.4,16.68,85,30,2,0,13.0,vs UTA,-9.5,-455,232.5,121.0
Moussa Cisse,PF/C,DAL,3500,0.0,18,30,0.0,0.0,2,0.0,0.6,6.57,0,0,0,0,3.2,vs NOP,-7.5,-298,227.5,117.5
Justin Champagnie,SF/PF,WAS,3500,6.17,1,30,38.24,5.95,2,78.0,20.0,18.27,11,32,-1,0,4.5,@BOS,11.5,440,232.5,110.5
Corey Kispert,SG/SF,WAS,3400,16.91,1,30,24.54,9.4,2,84.0,2.3,13.51,81,37,-3,0,14.5,@BOS,11.5,440,232.5,110.5
Kyle Anderson,SF,UTA,3400,7.76,4,30,27.47,6.21,2,79.0,0.0,4.72,0,0,2,0,12.6,@DET,9.5,350,232.5,111.5
Daniss Jenkins,PG,DET,3400,5.56,29,30,10.3,0.0,2,24.0,0.0,3.54,0,0,0,0,7.5,vs UTA,-9.5,-455,232.5,121.0
Jay Huff,PF/C,IND,3400,9.72,22,30,21.29,0.0,2,66.0,6.0,13.28,25,20,3,0,10.7,vs BKN,-6.5,-270,232.5,119.5
Charles Bassey,C,MEM,3400,4.01,7,30,20.66,3.09,2,65.0,0.9,7.97,56,13,-1,0,20.5,vs HOU,7.5,240,232.5,112.5
Ben Saraf,PG,BKN,3400,0.0,16,30,0.0,0.0,4,0.0,0.0,0.84,0,0,0,0,10.2,@IND,6.5,220,232.5,113.0
Jaden Hardy,PG,DAL,3400,4.31,24,30,22.83,2.77,2,67.0,1.2,6.2,57,11,3,0,7.8,vs NOP,-7.5,-298,227.5,117.5
Chris Boucher,PF/C,BOS,3400,5.3,26,30,22.5,3.82,2,69.0,0.9,6.08,58,13,2,0,8.1,vs WAS,-11.5,-600,232.5,122.0
Johnny Furphy,SG/SF,IND,3400,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,6.3,vs BKN,-6.5,-270,232.5,119.5
Bruce Brown,PG/SG,DEN,3300,16.26,10,30,30.59,10.47,2,83.0,11.2,17.61,19,45,-2,0,16.8,vs MIA,-9.5,-395,241.5,125.5
Mac McClung,PG/SG,IND,3300,4.25,30,30,26.09,0.0,2,47.0,0.9,8.61,64,10,3,0,12.5,vs BKN,-6.5,-270,232.5,119.5
Luke Travers,SF,CLE,3300,4.35,24,30,9.64,0.0,2,39.0,0.0,0.92,0,0,9,0,4.3,vs PHI,-10.5,-410,235.5,123.0
Jordan Clarkson,PG/SG,NYK,3300,16.3,3,30,28.77,11.26,2,84.0,1.2,16.25,101,41,0,0,13.9,vs MIN,-3.5,-166,227.5,115.5
Landry Shamet,SG/SF,NYK,3300,6.72,3,30,15.92,1.02,2,69.0,1.4,13.99,60,19,3,0,12.9,vs MIN,-3.5,-166,227.5,115.5
Jose Alvarado,PG,NOP,3300,13.81,11,30,33.0,11.28,2,81.0,22.1,18.8,10,48,1,0,13.8,@DAL,7.5,240,227.5,110.0
Hugo Gonzalez,SG/SF,BOS,3300,5.92,29,30,15.85,2.48,2,37.0,1.2,8.06,49,12,-1,0,9.2,vs WAS,-11.5,-600,232.5,122.0
Rob Dillingham,PG,MIN,3300,10.79,14,30,11.12,0.13,2,61.0,1.2,7.44,48,15,0,0,9.9,@NYK,3.5,140,227.5,112.0
EJ Harkless,PG,UTA,3300,4.4,5,30,15.9,2.45,2,54.0,0.0,6.22,0,0,-2,0,8.3,@DET,9.5,350,232.5,111.5
Thomas Bryant,C,CLE,3200,6.52,30,30,10.68,0.1,2,67.0,0.0,5.45,0,0,4,0,5.8,vs PHI,-10.5,-410,235.5,123.0
Justin Edwards,SF,PHI,3200,9.4,28,30,33.5,6.5,2,79.0,0.6,6.65,79,21,-2,0,6.4,@CLE,10.5,320,235.5,112.5
Bones Hyland,PG/SG,MIN,3200,6.77,14,30,15.08,3.58,2,60.0,0.9,6.0,45,13,-2,0,9.0,@NYK,3.5,140,227.5,112.0
Marvin Bagley III,C,WAS,3200,13.46,19,30,26.64,0.26,2,72.0,6.0,14.42,29,26,-1,0,15.4,@BOS,11.5,440,232.5,110.5
Xavier Tillman,PF/C,BOS,3200,3.81,26,30,10.46,0.0,2,67.0,0.3,5.02,31,8,-1,0,8.0,vs WAS,-11.5,-600,232.5,122.0
Kevon Looney,C,NOP,3200,12.54,27,30,15.06,2.88,2,79.0,18.4,17.91,8,35,-1,0,10.1,@DAL,7.5,240,227.5,110.0
Caleb Martin,SF/PF,DAL,3100,4.43,26,30,17.03,2.19,2,82.0,1.2,8.46,46,14,9,0,5.3,vs NOP,-7.5,-298,227.5,117.5
DeAndre Jordan,C,NOP,3100,5.83,27,30,18.58,0.11,2,56.00000000000001,0.0,7.25,0,0,-1,0,10.5,@DAL,7.5,240,227.5,110.0
Jordan Hawkins,SG/SF,NOP,3100,4.85,16,30,22.42,3.88,2,72.0,1.4,11.17,60,17,-4,0,6.6,@DAL,7.5,240,227.5,110.0
Hunter Dickinson,C,NOP,3100,3.06,27,30,3.3660000000000005,3.0,2,0.0,0.0,0.0,0,0,-1,0,3.0,@DAL,7.5,240,227.5,110.0
Jordan Walsh,SF,BOS,3100,3.7,18,30,10.92,0.0,2,37.0,0.3,0.34,23,3,5,0,4.4,vs WAS,-11.5,-600,232.5,122.0
Will Riley,SF/PF,WAS,3100,5.21,1,30,7.75,4.5,2,61.0,0.3,4.2,27,11,-1,0,6.1,@BOS,11.5,440,232.5,110.5
Cody Williams,PF,UTA,3000,4.67,4,30,12.95,3.73,2,71.0,0.0,3.07,0,0,-3,0,5.4,@DET,9.5,350,232.5,111.5
Jeremiah Robinson-Earl,PF/C,IND,3000,2.85,22,30,28.5,2.28,2,65.0,0.9,7.55,58,11,2,0,2.3,vs BKN,-6.5,-270,232.5,119.5
Taelon Peter,PG/SG,IND,3000,3.91,30,30,6.52,0.38,2,17.0,1.4,9.15,29,8,2,0,3.5,vs BKN,-6.5,-270,232.5,119.5
Kam Jones,PG/SG,IND,3000,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs BKN,-6.5,-270,232.5,119.5
Tyrese Haliburton,PG,IND,3000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs BKN,-6.5,-270,232.5,119.5
Nae'Qwan Tomlin,PF/C,CLE,3000,0.0,21,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs PHI,-10.5,-410,235.5,123.0
Chris Livingston,SF/PF,CLE,3000,0.0,24,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs PHI,-10.5,-410,235.5,123.0
Ryan Nembhard,PG,DAL,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.94,0,0,0,0,5.4,vs NOP,-7.5,-298,227.5,117.5
Miles Kelly,SG,DAL,3000,0.0,5,30,0.0,0.0,4,0.0,0.0,0.87,0,0,0,0,-0.5,vs NOP,-7.5,-298,227.5,117.5
Dante Exum,PG,DAL,3000,0.0,5,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs NOP,-7.5,-298,227.5,117.5
Kyrie Irving,PG,DAL,3000,0.0,5,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs NOP,-7.5,-298,227.5,117.5
Colby Jones,SF,DET,3000,10.62,30,30,31.54,9.46,2,64.0,0.3,0.0,63,34,4,0,10.0,vs UTA,-9.5,-455,232.5,121.0
Paul Reed,C,DET,3000,4.17,23,30,18.8,3.48,2,72.0,0.9,7.73,46,13,0,0,9.7,vs UTA,-9.5,-455,232.5,121.0
Chaz Lanier,SG,DET,3000,3.18,30,30,6.36,0.94,2,31.0,0.0,3.49,0,0,0,0,3.7,vs UTA,-9.5,-455,232.5,121.0
Tolu Smith,C,DET,3000,0.0,14,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,17.5,vs UTA,-9.5,-455,232.5,121.0
Bobi Klintman,SF/PF,DET,3000,0.0,14,30,0.0,0.0,2,0.0,0.0,1.86,0,0,0,0,9.8,vs UTA,-9.5,-455,232.5,121.0
Jaden Ivey,PG,DET,3000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs UTA,-9.5,-455,232.5,121.0
PJ Hall,C,MEM,3000,5.33,7,30,9.19,0.62,2,7.000000000000001,0.0,0.0,0,0,2,0,5.3,vs HOU,7.5,240,232.5,112.5
Olivier-Maxence Prosper,SF/PF,MEM,3000,3.8,4,30,17.87,3.04,2,59.0,0.0,1.77,0,0,-2,0,9.3,vs HOU,7.5,240,232.5,112.5
Gregory Jackson,SF/PF,MEM,3000,0.0,4,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,4.8,vs HOU,7.5,240,232.5,112.5
Hunter Tyson,PF,DEN,3000,2.48,10,30,16.36,0.17,2,46.0,0.0,0.42,0,0,0,0,3.1,vs MIA,-9.5,-395,241.5,125.5
Tamar Bates,SG,DEN,3000,0.0,27,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs MIA,-9.5,-395,241.5,125.5
Spencer Jones,SG/SF,DEN,3000,3.53,10,30,9.25,0.0,2,40.0,0.0,0.91,0,0,-2,0,1.3,vs MIA,-9.5,-395,241.5,125.5
DaRon Holmes II,C,DEN,3000,0.0,11,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,1.8,vs MIA,-9.5,-395,241.5,125.5
Jalen Pickett,PG,DEN,3000,0.0,15,30,0.0,0.0,2,0.0,0.0,0.25,0,0,0,0,5.7,vs MIA,-9.5,-395,241.5,125.5
Zeke Nnaji,PF/C,DEN,3000,4.47,15,30,13.38,0.0,2,65.0,0.3,0.0,27,8,0,0,2.8,vs MIA,-9.5,-395,241.5,125.5
Julian Strawther,SG/SF,DEN,3000,7.54,10,30,12.64,1.77,2,72.0,0.0,2.65,0,0,1,0,5.3,vs MIA,-9.5,-395,241.5,125.5
Curtis Jones,PG,DEN,3000,0.0,27,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs MIA,-9.5,-395,241.5,125.5
Kevin McCullar Jr.,SF,NYK,3000,5.03,5,30,14.59,0.0,2,0.0,0.3,0.0,29,5,1,0,0.0,vs MIN,-3.5,-166,227.5,115.5
Trey Jemison,C,NYK,3000,0.0,13,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.5,vs MIN,-3.5,-166,227.5,115.5
Mohamed Diawara,PF,NYK,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.3,vs MIN,-3.5,-166,227.5,115.5
Tyler Kolek,PG,NYK,3000,3.26,2,30,14.17,1.74,2,53.0,0.3,1.35,28,5,1,0,5.6,vs MIN,-3.5,-166,227.5,115.5
Pacome Dadiet,SF,NYK,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.6,vs MIN,-3.5,-166,227.5,115.5
Ariel Hukporti,C,NYK,3000,3.26,13,30,11.02,1.45,2,37.0,0.0,1.04,0,0,4,0,7.5,vs MIN,-3.5,-166,227.5,115.5
Tosan Evbuomwan,PF,NYK,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs MIN,-3.5,-166,227.5,115.5
Ron Harper Jr.,SF,BOS,3000,2.57,18,30,11.16,0.0,2,11.0,0.0,0.0,0,0,0,0,5.1,vs WAS,-11.5,-600,232.5,122.0
Amari Williams,C,BOS,3000,4.82,26,30,6.75,1.25,2,0.0,0.0,0.0,0,0,3,0,4.0,vs WAS,-11.5,-600,232.5,122.0
Max Shulga,PG,BOS,3000,0.0,28,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs WAS,-11.5,-600,232.5,122.0
Jayson Tatum,PF,BOS,3000,0.0,29,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs WAS,-11.5,-600,232.5,122.0
E.J. Liddell,PF/C,BKN,3000,3.01,20,30,8.42,0.0,2,35.0,0.0,0.0,0,0,1,0,6.4,@IND,6.5,220,232.5,113.0
Tyson Etienne,PG,BKN,3000,0.0,16,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@IND,6.5,220,232.5,113.0
Nolan Traore,PG,BKN,3000,0.0,16,30,0.0,0.0,4,0.0,0.0,0.84,0,0,0,0,6.1,@IND,6.5,220,232.5,113.0
Drake Powell,SG/SF,BKN,3000,0.0,13,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,4.8,@IND,6.5,220,232.5,113.0
Haywood Highsmith,SF/PF,BKN,3000,0.0,19,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@IND,6.5,220,232.5,113.0
Kyle Lowry,PG/SG,PHI,3000,3.95,6,30,18.66,3.24,2,79.0,0.3,0.0,34,13,-4,0,7.0,@CLE,10.5,320,235.5,112.5
Hunter Sallis,SG,PHI,3000,0.0,11,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.1,@CLE,10.5,320,235.5,112.5
Johni Broome,PF,PHI,3000,7.68,28,30,8.0,6.14,2,0.0,0.6,0.0,24,14,1,0,8.0,@CLE,10.5,320,235.5,112.5
Eric Gordon,SG/SF,PHI,3000,7.18,11,30,24.87,5.74,2,79.0,0.3,2.06,51,14,-3,0,5.3,@CLE,10.5,320,235.5,112.5
Micah Peavy,SG/SF,NOP,3000,3.95,16,30,7.93,3.16,2,43.0,0.9,3.71,23,8,-3,0,6.5,@DAL,7.5,240,227.5,110.0
Bryce McGowens,SG/SF,NOP,3000,0.0,16,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.8,@DAL,7.5,240,227.5,110.0
Trey Alexander,PG/SG,NOP,3000,3.41,16,30,6.85,0.06,2,39.0,0.3,0.0,15,5,2,0,0.0,@DAL,7.5,240,227.5,110.0
Dejounte Murray,PG/SG,NOP,3000,0.0,11,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@DAL,7.5,240,227.5,110.0
Oscar Tshiebwe,C,UTA,3000,0.0,4,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@DET,9.5,350,232.5,111.5
John Tonje,SG,UTA,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@DET,9.5,350,232.5,111.5
Georges Niang,PF,UTA,3000,0.0,4,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@DET,9.5,350,232.5,111.5
Aaron Holiday,PG/SG,HOU,3000,7.57,23,30,16.85,2.59,2,66.0,0.6,2.66,41,11,-1,0,6.8,@MEM,-7.5,-298,232.5,120.0
Jeff Green,PF/C,HOU,3000,5.36,16,30,15.32,0.65,2,69.0,0.0,2.33,0,0,-4,0,6.3,@MEM,-7.5,-298,232.5,120.0
Kevon Harris,SG,HOU,3000,0.0,22,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@MEM,-7.5,-298,232.5,120.0
Isaiah Crawford,SF/PF,HOU,3000,0.0,16,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@MEM,-7.5,-298,232.5,120.0
Jae'Sean Tate,SF/PF,HOU,3000,4.13,16,30,14.36,1.39,2,72.0,0.9,4.05,34,8,0,0,3.5,@MEM,-7.5,-298,232.5,120.0
JD Davison,PG,HOU,3000,0.0,23,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,8.0,@MEM,-7.5,-298,232.5,120.0
Fred VanVleet,PG,HOU,3000,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@MEM,-7.5,-298,232.5,120.0
Jahmir Young,PG,MIA,3000,2.98,1,30,6.73,0.65,2,33.0,0.0,0.0,0,0,-1,0,2.9,@DEN,9.5,310,241.5,116.0
Myron Gardner,SG/SF,MIA,3000,0.0,21,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,6.3,@DEN,9.5,310,241.5,116.0
Vladislav Goldin,C,MIA,3000,0.0,5,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@DEN,9.5,310,241.5,116.0
Keshad Johnson,SF,MIA,3000,3.24,21,30,13.03,0.0,2,37.0,0.0,0.0,0,0,2,0,6.6,@DEN,9.5,310,241.5,116.0
Kasparas Jakucionis,PG,MIA,3000,0.0,1,30,0.0,0.0,2,0.0,0.0,1.58,0,0,0,0,0.0,@DEN,9.5,310,241.5,116.0
Leonard Miller,PF,MIN,3000,0.0,17,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.0,@NYK,3.5,140,227.5,112.0
Joan Beringer,C,MIN,3000,0.0,16,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,2.1,@NYK,3.5,140,227.5,112.0
Rocco Zikarsky,C,MIN,3000,0.0,16,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@NYK,3.5,140,227.5,112.0
Enrique Freeman,PF/C,MIN,3000,0.0,17,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@NYK,3.5,140,227.5,112.0
Johnny Juzang,SG/SF,MIN,3000,3.18,17,30,27.21,2.54,2,76.0,0.0,0.0,0,0,0,0,1.9,@NYK,3.5,140,227.5,112.0
Joe Ingles,SF/PF,MIN,3000,0.0,7,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.8,@NYK,3.5,140,227.5,112.0
Sharife Cooper,PG,WAS,3000,0.0,4,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,-0.3,@BOS,11.5,440,232.5,110.5
Anthony Gill,C,WAS,3000,4.73,9,30,14.84,1.47,2,52.0,0.3,2.1,33,6,-2,0,2.6,@BOS,11.5,440,232.5,110.5
Tristan Vukcevic,C,WAS,3000,0.0,19,30,0.0,0.0,4,0.0,0.0,3.61,0,0,0,0,5.2,@BOS,11.5,440,232.5,110.5
Malaki Branham,SG/SF,WAS,3000,5.04,2,30,17.95,1.36,2,76.0,0.0,1.22,0,0,0,0,6.8,@BOS,11.5,440,232.5,110.5
Jamir Watkins,SG,WAS,3000,0.0,2,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@BOS,11.5,440,232.5,110.5
AJ Johnson,PG/SG,WAS,3000,4.73,2,30,24.58,2.76,2,70.0,0.0,1.8,0,0,-2,0,1.2,@BOS,11.5,440,232.5,110.5
